municipio_distrito;fecha_informe;casos_confirmados_activos_ultimos_14dias;tasa_incidencia_acumulada_activos_ultimos_14dias;casos_confirmados_ultimos_14dias;tasa_incidencia_acumulada_ultimos_14dias;casos_confirmados_totales;tasa_incidencia_acumulada_total;codigo_geometria
Coslada;2020/09/15 10:23:00;0;0;354;433,5;1913;2342,61;493
Morata de Tajuña;2020/09/15 10:23:00;0;0;45;585,71;229;2980,61;915
Navarredonda y San Mamés;2020/09/15 10:23:00;;0;;0;;2325,58;973
Venturada;2020/09/15 10:23:00;;0;17;785,95;29;1340,73;1697
Navacerrada;2020/09/15 10:23:00;;0;17;572,01;49;1648,72;936
Montejo de la Sierra;2020/09/15 10:23:00;;0;;566,57;8;2266,29;881
Fresno de Torote;2020/09/15 10:23:00;;0;13;585,32;37;1665,92;571
Pinilla del Valle;2020/09/15 10:23:00;;0;;0;;523,56;1126
Valdemaqueda;2020/09/15 10:23:00;;0;;384,12;8;1024,33;1599
Navas del Rey;2020/09/15 10:23:00;;0;6;205,62;101;3461,27;992
Olmeda de las Fuentes;2020/09/15 10:23:00;;0;;0;6;1724,14;1013
Bustarviejo;2020/09/15 10:23:00;;0;5;199,76;18;719,14;284
Becerril de la Sierra;2020/09/15 10:23:00;;0;16;280,01;84;1470,07;186
Fuenlabrada;2020/09/15 10:23:00;0;0;1571;811,05;5608;2895,2;587
Garganta de los Montes;2020/09/15 10:23:00;;0;;288,18;;576,37;626
Pinto;2020/09/15 10:23:00;0;0;209;397,9;820;1561,13;1132
Berzosa del Lozoya;2020/09/15 10:23:00;;0;;0;5;2439,02;203
Los Santos de la Humosa;2020/09/15 10:23:00;;0;6;231,66;48;1853,28;1375
El Álamo;2020/09/15 10:23:00;;0;51;538,54;213;2249,21;40
Pelayos de la Presa;2020/09/15 10:23:00;;0;;154,08;55;2118,64;1090
Galapagar;2020/09/15 10:23:00;0;0;237;702,39;730;2163,48;611
Griñón;2020/09/15 10:23:00;0;0;71;688,05;259;2509,93;663
Gargantilla del Lozoya y Pinilla de Buitrago;2020/09/15 10:23:00;;0;;316,46;;1265,82;632
Aldea del Fresno;2020/09/15 10:23:00;;0;6;211,42;76;2677,94;88
Carabaña;2020/09/15 10:23:00;;0;9;447,76;36;1791,04;357
Talamanca de Jarama;2020/09/15 10:23:00;;0;13;337,05;102;2644,54;1454
Chapinería;2020/09/15 10:23:00;;0;9;386,6;24;1030,93;513
Ciempozuelos;2020/09/15 10:23:00;0;0;107;435,1;543;2208,04;409
Ajalvir;2020/09/15 10:23:00;;0;20;424,45;69;1464,35;29
San Lorenzo de El Escorial;2020/09/15 10:23:00;0;0;86;468,18;317;1725,73;1317
Gascones;2020/09/15 10:23:00;;0;;0;;518,13;647
San Martín de la Vega;2020/09/15 10:23:00;0;0;79;412,1;379;1977,05;1322
Móstoles;2020/09/15 10:23:00;0;0;1127;538,76;5381;2572,38;920
Leganés;2020/09/15 10:23:00;0;0;917;482,98;5457;2874,21;745
Braojos;2020/09/15 10:23:00;;0;;487,8;;1463,41;246
Cubas de la Sagra;2020/09/15 10:23:00;;0;47;732,89;148;2307,81;506
Algete;2020/09/15 10:23:00;;0;104;504,58;443;2149,34;91
Mejorada del Campo;2020/09/15 10:23:00;0;0;90;386,7;457;1963,56;843
Loeches;2020/09/15 10:23:00;;0;21;238,88;131;1490,16;758
Parla;2020/09/15 10:23:00;0;0;1291;992,13;3915;3008,67;1065
Fuentidueña de Tajo;2020/09/15 10:23:00;;0;9;438,38;42;2045,79;604
Ambite;2020/09/15 10:23:00;;0;;506,76;16;2702,7;112
Torremocha de Jarama;2020/09/15 10:23:00;;0;;0;19;1864,57;1533
Anchuelo;2020/09/15 10:23:00;;0;;157,36;16;1258,85;127
Los Molinos;2020/09/15 10:23:00;;0;21;478,47;106;2415,13;875
Soto del Real;2020/09/15 10:23:00;;0;16;181,84;128;1454,71;1441
Valverde de Alcalá;2020/09/15 10:23:00;;0;;0;9;1935,48;1662
Fuente el Saz de Jarama;2020/09/15 10:23:00;;0;24;358,42;217;3240,74;590
Horcajo de la Sierra-Aoslos;2020/09/15 10:23:00;;0;;0;;2758,62;702
Valdeolmos-Alalpardo;2020/09/15 10:23:00;;0;19;459,38;51;1233,08;1625
Campo Real;2020/09/15 10:23:00;0;0;37;595,81;132;2125,6;339
Valdeavero;2020/09/15 10:23:00;;0;;64,35;15;965,25;1564
Villamanrique de Tajo;2020/09/15 10:23:00;;0;;142,25;6;853,49;1739
Cobeña;2020/09/15 10:23:00;;0;27;363,49;160;2154,01;416
Fresnedillas de la Oliva;2020/09/15 10:23:00;;0;;127,23;26;1653,94;565
Valdilecha;2020/09/15 10:23:00;;0;21;715,99;78;2659,39;1659
El Berrueco;2020/09/15 10:23:00;;0;;526,32;18;2368,42;210
Pezuela de las Torres;2020/09/15 10:23:00;;0;;0;;237,53;1111
Villar del Olmo;2020/09/15 10:23:00;;0;6;298,36;24;1193,44;1795
Guadarrama;2020/09/15 10:23:00;0;0;57;355,54;342;2133,23;685
San Martín de Valdeiglesias;2020/09/15 10:23:00;;0;63;744,77;220;2600,78;1338
Torrelodones;2020/09/15 10:23:00;0;0;67;282,5;531;2238,9;1527
Boadilla del Monte;2020/09/15 10:23:00;0;0;141;258,38;782;1433,02;225
Torrejón de Velasco;2020/09/15 10:23:00;;0;26;593,34;85;1939,75;1505
Villanueva de Perales;2020/09/15 10:23:00;;0;;191,94;8;511,84;1782
Tielmes;2020/09/15 10:23:00;;0;18;679,25;104;3924,53;1467
San Sebastián de los Reyes;2020/09/15 10:23:00;0;0;562;629,51;2125;2380,26;1343
Guadalix de la Sierra;2020/09/15 10:23:00;;0;33;531,06;98;1577,08;679
Humanes de Madrid;2020/09/15 10:23:00;0;0;209;1058,6;587;2973,21;730
Chinchón;2020/09/15 10:23:00;;0;8;150,07;63;1181,77;528
Cadalso de los Vidrios;2020/09/15 10:23:00;;0;;131,62;25;822,64;318
Hoyo de Manzanares;2020/09/15 10:23:00;;0;22;260,85;99;1173,82;724
Torrejón de la Calzada;2020/09/15 10:23:00;;0;40;450,86;155;1747,07;1492
Estremera;2020/09/15 10:23:00;;0;;0;17;1349,21;552
Corpa;2020/09/15 10:23:00;;0;;0;7;981,77;480
Meco;2020/09/15 10:23:00;;0;66;461,38;280;1957,36;838
Zarzalejo;2020/09/15 10:23:00;;0;;120,63;55;3317,25;1837
Arganda del Rey;2020/09/15 10:23:00;0;0;221;399;1011;1825,27;148
Collado Mediano;2020/09/15 10:23:00;;0;26;373,67;80;1149,76;468
Daganzo de Arriba;2020/09/15 10:23:00;;0;26;254,78;136;1332,68;534
Manzanares El Real;2020/09/15 10:23:00;;0;48;542,99;128;1447,96;822
Buitrago del Lozoya;2020/09/15 10:23:00;;0;5;265,39;49;2600,85;278
Valdelaguna;2020/09/15 10:23:00;;0;;320,17;9;960,51;1570
Valdepiélagos;2020/09/15 10:23:00;;0;;513,7;5;856,16;1631
Casarrubuelos;2020/09/15 10:23:00;;0;10;264,69;71;1879,3;360
Miraflores de la Sierra;2020/09/15 10:23:00;;0;22;360,18;81;1326,13;856
Paracuellos de Jarama;2020/09/15 10:23:00;0;0;95;375,95;364;1440,5;1049
El Vellón;2020/09/15 10:23:00;;0;13;663,94;41;2093,97;1684
Lozoya;2020/09/15 10:23:00;;0;;0;;172,12;761
Collado Villalba;2020/09/15 10:23:00;0;0;420;659,56;1417;2225,22;474
Colmenarejo;2020/09/15 10:23:00;;0;32;350,49;127;1391,02;442
Villavieja del Lozoya;2020/09/15 10:23:00;;0;;0;;1185,77;1821
Prádena del Rincón;2020/09/15 10:23:00;;0;;854,7;;854,7;1179
La Cabrera;2020/09/15 10:23:00;;0;12;449,94;44;1649,79;301
Sevilla la Nueva;2020/09/15 10:23:00;;0;36;386,35;235;2522;1415
Redueña;2020/09/15 10:23:00;;0;;0;6;2307,69;1219
Robledillo de la Jara;2020/09/15 10:23:00;;0;;0;;1250;1245
La Serna del Monte;2020/09/15 10:23:00;;0;;0;;2469,14;1381
Colmenar de Oreja;2020/09/15 10:23:00;;0;17;211,65;91;1132,97;437
Rozas de Puerto Real;2020/09/15 10:23:00;;0;;188,68;6;1132,08;1283
Valdemanco;2020/09/15 10:23:00;;0;;437,64;10;1094,09;1586
Brunete;2020/09/15 10:23:00;;0;26;242,18;184;1713,86;262
Titulcia;2020/09/15 10:23:00;;0;;304,65;14;1066,26;1473
Villa del Prado;2020/09/15 10:23:00;;0;65;996,93;311;4769,94;1718
Lozoyuela-Navas-Sieteiglesias;2020/09/15 10:23:00;;0;;153,96;15;1154,73;9015
Quijorna;2020/09/15 10:23:00;;0;6;174,47;57;1657,46;1198
Valdemoro;2020/09/15 10:23:00;0;0;283;372,45;1490;1960,96;1610
Tres Cantos;2020/09/15 10:23:00;0;0;128;268,22;740;1550,65;9036
Torrelaguna;2020/09/15 10:23:00;0;0;36;756,3;96;2016,81;1512
Rivas-Vaciamadrid;2020/09/15 10:23:00;0;0;358;406,13;1616;1833,24;1230
Pedrezuela;2020/09/15 10:23:00;;0;16;271,55;82;1391,72;1087
Santa María de la Alameda;2020/09/15 10:23:00;;0;;159,49;15;1196,17;1356
Arroyomolinos;2020/09/15 10:23:00;0;0;113;359,92;441;1404,64;151
Moralzarzal;2020/09/15 10:23:00;;0;52;399,2;183;1404,88;908
Canencia;2020/09/15 10:23:00;;0;;223,71;;894,85;344
Villarejo de Salvanés;2020/09/15 10:23:00;0;0;21;286,3;114;1554,19;1809
Serranillos del Valle;2020/09/15 10:23:00;;0;19;456,18;92;2208,88;1408
Villaviciosa de Odón;2020/09/15 10:23:00;0;0;82;294,59;436;1566,37;1816
Camarma de Esteruelas;2020/09/15 10:23:00;;0;16;218,1;86;1172,3;323
Robledo de Chavela;2020/09/15 10:23:00;;0;10;234,19;52;1217,8;1258
Patones;2020/09/15 10:23:00;;0;;554,53;24;4436,23;1071
Navalagamella;2020/09/15 10:23:00;;0;15;574,71;32;1226,05;954
Rascafría;2020/09/15 10:23:00;;0;8;480,77;28;1682,69;1202
El Boalo;2020/09/15 10:23:00;;0;10;133,19;84;1118,81;231
Majadahonda;2020/09/15 10:23:00;0;0;409;569,43;1583;2203,94;800
Batres;2020/09/15 10:23:00;;0;;59,38;13;771,97;170
Alcobendas;2020/09/15 10:23:00;0;0;969;827,92;3680;3144,22;66
Alcalá de Henares;2020/09/15 10:23:00;0;0;770;393,56;4403;2250,46;53
Colmenar Viejo;2020/09/15 10:23:00;0;0;281;553,67;1010;1990,07;455
